Feature_1,Feature_2,Feature_3,target
-1.6379282404178417,0.7888114046089515,7,1.0
-0.3831044949237629,0.6998584188915644,3,0.0
-1.1416338358976161,1.1689307119888017,1,1.0
0.6624776350402252,0.6850839305555794,3,1.0
0.8334318155276066,1.7902725030531328,5,1.0
1.2680391201854342,-0.8279542865092389,9,0.0
2.3281149711345632,1.3247613689574556,4,1.0
0.7832637634782743,2.818950123830735,3,0.0
1.1532340920632957,1.220512231543688,7,1.0
0.9940103834365566,2.1292652802556233,4,1.0
1.2996364011889958,0.9528462636489523,3,1.0
0.2005069326250486,0.9200018521442512,3,1.0
-0.5569842418094997,0.5066734584511011,10,0.0
-0.4684789305815064,-0.9671172778985869,1,0.0
1.1300586530481698,0.46727668298265324,3,1.0
-1.3852240962427487,-1.0008777220476188,3,0.0
-1.4301218699513827,0.29288105807249687,3,0.0
-0.7068215424948376,0.0007689366188275385,3,0.0
0.06248103741807909,1.1247687347519635,3,1.0
0.4764102950331959,1.0360003338861261,9,1.0
1.6659893800526302,-0.12276236595751494,1,0.0
0.6130515994438996,0.37129864897863696,7,1.0
2.0412126176902765,1.2760032065754991,9,1.0
0.9719884745292573,0.8541250248130325,7,1.0
1.6136532078126422,-0.41503742653724696,5,1.0
-0.8344080188640024,0.13751171141800952,9,0.0
1.79103350145694,-0.10865936746778382,5,1.0
2.134442262016991,2.483910745427832,3,1.0
0.6700690129209232,1.0836215842068233,9,0.0
0.9480739386886481,1.3130522440028503,1,0.0
0.5793933969674884,1.1390527198002793,7,1.0
-0.30060421987402447,0.16616532553952829,9,0.0
0.4348025048533375,1.228972739785882,5,1.0
-0.26888499831770196,-0.236910945209709,3,0.0
0.3348159337289558,1.5480461073544827,9,0.0
-2.2816748306942594,1.025071075927094,3,0.0
0.12489472524278247,-0.4104951600353152,3,0.0
0.6254162562633859,0.4305057186147471,9,0.0
1.289475075884391,1.0324006005475663,9,1.0
1.0336116893437866,-0.5720497324134093,7,1.0
1.215532452163268,1.084415659522911,9,1.0
1.293170236867361,0.27540031883712046,7,0.0
1.821489207948792,1.2633014936392382,7,1.0
-0.12199909617637264,-0.5068504555602664,3,0.0
1.4842657428533361,1.5179361351693332,3,1.0
1.25776501950206,-1.0562394804743485,3,1.0
-0.1497765050885294,-0.30447897827914255,9,0.0
0.4607213974547767,0.0901942079727096,9,1.0
-0.22437798867104175,-0.026033244496428187,3,1.0
1.0391542932562114,2.0583233218533277,5,1.0
-1.4538895780690397,-0.9775810205220734,9,0.0
0.5996227690432653,1.7562152641675153,5,1.0
0.6941089667407885,1.1201112732112262,9,1.0
-1.1179032137485638,-0.26621925288609405,9,0.0
1.2313655352492403,0.8110291583344724,10,0.0
0.7056192799609207,1.5048890922050802,9,1.0
-2.85003487055104,0.8227598035108994,9,0.0
